admiration,5.52
admire,5
admired,5.95
admirer,6
admissible,2.9
admission,3.69
admit,3.35
admittance,3.6
ado,3.33
adobe,3.89
adolescence,5.1
adolescent,4.2
adopt,4.71
adoption,4.82
adoptive,4.4
adorable,4.66
adoration,4.36
adore,5.96
adoring,4.86
adrenalin,5.05
adrenaline,5.95
adrift,3.19
adult,4.36
adulterer,5.68
adultery,6.42
adulthood,4.28
advance,4.62
advanced,3.83
advancement,5.81
advantage,3.95
advantageous,5.7
adventure,6.36
adventurer,5.27
adventurous,6.67
adversary,4.41
adverse,3.89
adversity,3.82
advertise,4.29
advertisement,4.14
advertising,3.25
advice,3.05
advisable,4.36
advise,3.38
advisement,4.04
adviser,3.36
advisor,3.19
advisory,4.05
advocate,4.59
aerial,3.67
aerobics,5.1
aerodynamic,4.33
aerospace,4.52
aesthetic,2.88
affair,5.4
affect,3.61
affection,5.64
affectionate,4.77
affidavit,3.73
affiliation,3.9
affinity,4.29
affirmation,3.95
affirmative,3.64
affliction,5.1
afford,4.33
affordable,4.11
affront,4.5
afire,5.41
afloat,4.13
aforementioned,3.5
afraid,5.12
african,4.11
afterlife,4.32
aftermath,5.38
afternoon,3.48
aftershave,3.5
age,3.71
agency,3.17
agenda,3.62
agent,3.43
aggravate,5.9
aggravation,5.35
aggression,5.69
aggressive,5.87
aggressiveness,6.43
aggressor,6.55
agile,4.95
agility,4.21
aging,3.8
agitate,5.82
agitation,4.75
aglow,4.83
agonizing,6.71
agony,5.78
agree,3.62
agreeable,3.55
agreement,4.05
agricultural,3.55
agriculture,3.05
ahoy,3.95
aid,4.55
aide,4
aids,3.75
AIDS,5
ailing,4.52
ailment,3.68
aim,4
air,3.25
airbag,3.64
airborne,3.52
aircraft,4.86
aircraft carrier,4.64
airfield,4.38
airhead,4.3
airline,4.12
airliner,4
airlock,4.23
airplane,5.62
airport,5.5
airship,4.88
airspace,4.4
airspeed,4.33
airstrip,3.83
airtight,3.3
airway,4
aisle,2.5
ajar,3.26
aka,3.39
alabaster,3.95
alarm,6.85
alarm clock,5.36
alarming,6.5
albatross,3.09
albino,3.09
album,5.63
alcohol,5.17
alcoholic,5.48
alcoholism,5
alcove,3.32
alderman,3.05
ale,4.1
alert,5.14
alfalfa,3.67
algebra,4.6
algorithm,3.7
alias,4.71
alibi,4.5
alien,4.86
alienate,4.27
alienation,5.14
alight,3.86
align,3.32
alignment,3.92
alimony,3.09
alive,5.93
allegation,5.9
alleged,5.09
allegiance,5.17
allegro,3.89
allergic,5.4
allergy,3.9
alleviate,3.45
alley,4.08
alleyway,3.7
alliance,4.4
allied,3.38
alligator,5.36
allow,2.95
allowance,4.05
alloy,3.32
allure,4.25
alluring,4.35
ally,4.8
almanac,3.24
almighty,4.59
almond,2.89
aloha,3.82
alone,4
aloof,3.09
alpha,3.67
alphabet,3.15
alphabetical,3
alpine,3.52
altar,4.05
altar boy,3.11
alter,4.17
alteration,4.05
altercation,5.62
alternate,3.48
alternating,4.27
alternative,3.61
altimeter,3.61
altitude,4.15
aluminum,4.05
alumnus,3.23
alzheimers,4.5
amaretto,4.04
amateur,3.55
amaze,5
amazed,5.95
amazement,6.3
amazing,6.05
ambassador,3.91
amber,3.36
ambience,3.85
ambient,3.2
ambiguous,4
ambition,4.86
ambitious,5.76
ambrosia,4.05
ambulance,5.33
ambush,5.58
amend,3.06
amendment,3.5
amends,3.95
amiable,2.85
amino,3.83
ammo,5.53
ammonia,3
ammonium,4.37
ammunition,5.7
amnesia,5.04
amnesty,3.86
amorous,4.21
amount,3.53
amour,5.43
amp,5.05
amphibian,3.35
amphibious,5.7
ample,3.28
amputate,5.43
amputation,4.86
amuck,4.41
amulet,3.95
amuse,5.17
amused,4.27
amusement,4.82
amusing,5.18
anaconda,6
anagram,3.86
anal,4.29
analogy,3.95
analysis,3.74
analyst,3.24
analytical,4.13
analyze,4.1
analyzer,3.48
anaphylactic,5.57
anarchist,4.16
anarchy,4.86
anatomy,4.43
ancestor,3.73
ancestral,3.6
ancestry,3.71
anchor,3.32
anchorage,3.82
ancient,3.48
android,3.5
anecdote,4.65
anemia,4.09
anemic,3.45
anesthesia,3.64
anesthesiologist,3.56
anesthetic,3.23
aneurysm,5.38
angel,4.24
angelic,4.27
anger,5.93
angina,4.72
angiogram,3.61
angle,3.22
angora,2.95
angry,6.2
angst,5.76
anguish,5.41
anguished,4.79
animal,4.3
animated,5.77
animation,5.52
animosity,5.83
ankle,3.11
anklet,3.57
annals,2.6
annex,4
annihilate,6.44
annihilation,5.52
anniversary,4
announce,3.65
announcement,4.3
announcer,4.5
annoy,5.04
annoyance,4.1
annoyed,5.29
annoying,5.55
annual,3.7
annul,4.23
annulment,4.14
anointed,3.32
anomaly,4.25
anonymity,3.29
anonymous,4.13
anorexic,4.24
answer,4
ant,3.27
antagonistic,4.11
antagonize,4.95
antelope,4.46
antenna,3.15
anterior,3.36
anthem,4.48
anthill,4.63
anthrax,4.72
anthropological,3.82
anthropologist,3.27
anthropology,2.91
anti,4.23
antiaircraft,4.6
antibiotic,4.05
antibiotics,4.05
antichrist,5.58
anticipate,5.7
anticipation,5.39
antics,5.1
antidote,3.24
antigravity,5.1
antiquated,4.95
antique,4
antiques,3.68
antiseptic,3.15
antisocial,5.32
antsy,5.23
anus,4.39
anvil,4.4
anxiety,4.78
anxious,6.2
anytime,4.6
aorta,3.64
aortic,3.5
apache,3.7
apartment,3.8
apartments,3.28
apathy,3.8
ape,4.25
apex,3.48
aphrodisiac,5.96
apocalypse,5.04
apologetic,4
apologize,3.52
apology,4
apostle,4.38
apothecary,4.23
appalled,4.91
appalling,5.5
apparatus,4
apparel,4.3
apparent,3.19
apparition,4.82
appeal,3.57
appear,3.24
appearance,4.57
appease,3.55
appendage,4.35
appendectomy,6.14
appendicitis,5.12
appendix,2.92
appetite,5.37
appetizer,4.52
appetizing,4.82
applaud,5.05
applause,5.38
apple,3.52
apple juice,3.2
applejack,3.8
applesauce,2.78
appliance,2.84
applicant,3.96
application,4.52
apply,3.24
appoint,4.25
appointment,4.8
appraisal,4.09
appreciate,3.1
appreciation,4.68
appreciative,4.35
apprehend,5.13
apprehension,4.23
apprehensive,4.77
apprentice,3.59
approach,4.48
appropriate,4.04
approval,3.52
approve,4.09
approximate,3.82
apricot,4.29
apron,2.9
apt,4.05
aptitude,4.55
aqua,3.6
aquamarine,3.9
aquarium,4.3
aquatic,3.58
arbitrary,4.55
arbitration,4.41
arcade,6.1
arcane,3.61
arch,3.15
archaeological,4.52
archaeologist,4.14
archaeology,3.86
archaic,4.38
archangel,4.19
archbishop,3.78
archdiocese,3.41
archduke,3.56
archery,4.39
architect,3.25
architectural,4.05
architecture,4.39
archive,4.18
arctic,3.88
ardent,4.62
area,2.19
arena,4.23
argue,6.67
argument,5.22
argumentative,5.61
arise,4.76
aristocracy,4.15
aristocrat,3.6
aristocratic,3.18
arithmetic,4
ark,3.52
arm,3.44
armada,3.29
armament,4.65
armchair,2.75
armed,6.3
armor,3.29
armored,3.52
armory,4.48
armpit,3.57
army,4.49
aroma,4.35
arouse,6.21
aroused,7.3
arraignment,4.6
arrange,3.57
arrangement,3
array,3.71
arrest,6.86
arrhythmia,4.95
arrival,3.6
arrive,5
arrogance,4.65
arrogant,5.15
arrow,3.91
arsenal,5.48
arsenic,4.7
arson,5.41
arsonist,6.95
art,4.48
arterial,3.39
artery,4.09
arthritis,4.27
artichoke,3.5
article,3.5
articulate,4.27
artifact,4.95
artificial,4.17
artillery,4.56
artist,4.1
artiste,3
artistic,5
artistry,4.71
artwork,4.18
arty,5.53
asbestos,4.38
ascend,4.13
ascendant,3.23
ascending,3.73
ascension,5.36
ascertain,3.17
ashamed,5.65
ashtray,3.48
asinine,4.63
ask,3.48
asleep,2
asparagus,2.73
aspect,3.39
aspen,4.11
asphalt,3.2
asphyxia,6.14
asphyxiation,6.91
aspiration,5
aspire,3.68
aspirin,3.35
aspiring,4.41
ass,5.43
assailant,5.7
assassin,5.82
assassinate,6.38
assassination,6.2
assault,6.8
assemble,3.52
assembly,3.95
assemblyman,3.12
assert,4.64
assertive,5.55
assess,3.45
assessment,2.75
asset,4.43
asshole,6.38
assign,3.71
assignment,4.45
assimilate,4.15
assist,3.76
assistance,3.82
assistant,4.8
associate,3.11
association,3.67
assorted,3.52
assortment,3.88
assume,4.2
assumption,4.14
assurance,2.81
assure,3.1
asterisk,2.78
asteroid,5.6
asthma,4.5
asthmatic,3.38
astonish,5.38
astonished,5.73
astonishing,5.77
astound,5.05
astral,5.13
astrology,4.18
astronaut,4.4
astronomer,5.42
astronomical,5
astronomy,4.33
astute,3.16
asylum,5.55
atheist,4.76
athlete,4.75
athletic,5
athletics,4.93
atlas,2.5
atmosphere,4
atmospheric,4.09
atoll,3.55
atom,4.29
atomic,5.85
atone,4
atrium,3.57
atrocious,4.12
atrocity,5
atrophy,3.86
attach,3.81
attachment,2.96
attack,7.05
attacker,7.27
attain,3.11
attempt,4.94
attempted,3.64
attend,3.5
attendance,4.24
attendant,3.14
attention,4.05
attentive,4.37
attest,3.68
attic,3.45
attire,3.95
attitude,4.76
attorney,4.8
attract,5.35
attraction,5.4
attractive,4.91
attribute,4.12
auburn,3.62
auction,4.5
auctioneer,4
audacious,4.28
audacity,4.1
audible,4.45
audience,4.91
audio,4.29
audit,5.78
audition,4.24
auditor,3.7
auditorium,4.45
auditory,4.5
aunt,2.71
auntie,3.58
aura,4.7
auspicious,3.39
authentic,4.55
authenticate,4.36
authenticity,4.42
author,2.73
authority,5.35
authorization,4.32
authorize,4.67
autism,4.1
autistic,4.24
auto,4.95
autobiographical,3.74
autobiography,2.85
autograph,3.55
autographed,4.65
automated,4.05
automatic,3.7
automobile,3.91
automotive,4.5
autonomy,4.09
autopilot,4.11
autopsy,4.36
autumn,3.21
auxiliary,3.61
avail,3.77
availability,4.38
available,4.04
avalanche,6.55
avenge,6.35
avenging,6.1
avenue,3.3
average,3.29
aversion,5.14
avert,3.62
aviation,4.05
aviator,4.67
avid,4.32
avocado,4.05
avoid,3.92
avoidance,4.95
await,2.91
awake,5.5
awaken,4.29
awakening,4.67
award,5.85
aware,4.7
awareness,3.73
awe,3.83
awed,4.21
awesome,6.05
awful,4.86
awkward,4.55
awkwardness,4.65
awning,2.9
axe,5.64
axis,3.92
axle,2.45
babble,4
babe,4.25
baboon,5.11
baby,4.97
babysit,3.67
babysitter,3.48
Bacardi,4.36
bachelor,4.14
bachelorette,4.09
back,2.59
backboard,3.41
backbone,4.05
backdoor,3.85
backdrop,2.7
backer,3.53
backfire,4.79
backgammon,2.06
background,3.67
backhand,4.61
backpack,3.68
backroom,3.5
backseat,3.32
backside,3.68
backtrack,3.15
backup,3.45
backwater,3.84
backwoods,2.57
backyard,3.88
bacon,4.16
bacteria,4.24
bacterial,5
bad,4.86
badass,6.68
badge,4.4
badger,4.35
badness,4.38
bag,3.43
bagel,3.6
baggage,4
baggie,3.55
baggy,4.05
bagman,2.7
bail,3.91
bailiff,4.33
bait,3.5
bake,5
bakery,3.86
balance,4.13
balcony,4
bald,3.71
balding,3.38
baldy,2.7
bale,2.78
ball,3.48
ballad,3.6
ballast,4.06
ballerina,3.73
ballet,3.72
ballgame,4.65
ballistic,4.09
ballistics,5.58
balloon,3.9
ballot,4.15
ballpark,3.85
ballplayer,4.09
ballpoint,2.46
ballroom,4.27
ballsy,5.29
balm,3.36
balmy,4.23
bam,3.96
bamboo,3.2
ban,5.2
banana,3.21
band,4.52
bandage,3.64
bandanna,3.15
bandit,5.18
bandstand,3.54
bandwagon,3.95
bandwidth,3.43
bane,3.95
bang,6.09
banger,3.33
banish,4.71
banister,2.55
banjo,3.53
bank,4.19
banker,3.38
banking,4.24
bankroll,4.95
bankrupt,5.49
bankruptcy,5.39
banner,3.55
banquet,4.57
banshee,5.09
banter,3.5
banzai,4.73
baptism,3.96
baptize,3.32
bar,4.53
barbarian,6.26
barbaric,5.6
barbecue,5.55
barbed,5.1
barber,3.18
barbershop,3.18
barbie doll,3.96
bard,2.94
bare,4.65
barefoot,4.33
barf,5
bargain,5.48
bargaining,4.14
barge,3.15
baritone,4
barium,2.91
bark,3.4
barkeep,3.71
barley,3.62
barmaid,4.6
barman,4.95
barn,3.57
barnacle,3.52
barnyard,2.55
barometer,2.88
baron,3.88
baroness,4.36
barracuda,5.16
barrage,3.96
barrel,3.43
barren,3.59
barricade,4.23
barrier,4.7
barrister,3.18
barroom,4.65
bartender,4.95
barter,4.74
base,3.1
baseball,3.15
baseball bat,3.39
baseline,2.52
baseman,3.95
basement,3.33
bash,5.14
bashful,4.36
basic,2.95
basics,3.14
basil,3.82
basin,2.77
basis,2.68
bask,3.86
basket,2.48
basketball,4.35
bass,4.87
bass guitar,4.88
bastard,5.1
bat,4.57
batch,3.29
bath,3.25
bathe,3.15
bathhouse,4
bathing,3.23
bathrobe,4.05
bathroom,2.86
bathtub,3.63
baton,3.64
battalion,4.76
batter,3.85
battered,3.86
battering,4.67
battery,3.95
battle,6.25
battlefield,6.48
battleground,5.76
battlements,4.52
battleship,3.41
batty,4.05
bauble,3.83
bawl,4.86
bay,3.26
bayonet,4.45
bayou,3.81
bazaar,5.9
bazooka,6.1
be,3.43
beach,5.1
beacon,4.52
bead,3.4
beady,3.73
beak,2.81
beaker,3.79
beam,3.59
bean,2.95
beanbag,3
beanie,3.58
bear,4.5
bearable,3.57
beard,3.18
bearded,5.53
bearer,4.7
bearings,3.29
bearskin,3.95
beast,5.83
beastly,6.22
beat,5.52
beater,4.22
beatnik,4.21
beautiful,5.71
beauty,4.89
beaver,4.05
bebop,3.95
become,3.43
bed,3
bedding,3.65
bedpan,5.05
bedroom,4.9
bedside,2.96
bedspread,2.7
bedtime,3.76
bee,5.65
beef,4.37
beefsteak,4.05
beehive,5.39
beep,3.82
beeper,3.16
beer,4.3
bees,5.53
beeswax,3.62
beetle,4.45
befall,4.24
befriend,4.25
beg,4.65
beggar,4.29
begin,2.85
beginner,3.5
beginning,3
begrudge,4.47
behave,3.72
behavior,4.27
behavioral,4.1
behold,3.88
beholden,3.24
beige,2.6
belated,3.19
belay,3.43
belch,4.77
belief,3.95
believable,4.05
believe,3.33
believer,4.1
belittle,4.05
bell,4.7
bellboy,3.13
bellhop,4
belligerent,5
bellman,3.25
bellow,4.75
belly,3.75
bellybutton,4.95
bellyful,3.28
belong,2.9
belongings,3.96
beloved,4.91
belt,3.45
beluga,3.77
bench,3.46
bend,4.4
benefactor,2.95
beneficial,4.18
beneficiary,4.45
benefit,3.53
benevolence,4.35
benevolent,3.6
benign,3.26
benzene,3.95
bequeath,4.39
bereaved,5.23
bereavement,4.45
beret,3.78
berserk,5.08
berth,2.71
beryllium,3.87
beseech,4.77
bestow,3.8
bestseller,5.89
bet,4.76
beta,3.6
betray,5.33
betrayal,5.71
beverage,3.38
beware,5.24
bewildered,4.57
bias,4.27
biased,5.52
bib,3.57
bible,3.65
biblical,3.73
bicarbonate,3.5
bicentennial,4.7
biceps,4.42
bicker,5.13
bicycle,3.95
bid,4
bidder,3.5
bidding,4.91
bide,3.61
big,4.33
bigamy,4.36
biggie,3.76
bighorn,4.65
bigmouth,5.3
bigot,5.37
bigotry,6.15
bike,3.62
biker,4.04
bikini,5.43
bilateral,2.86
bile,4.1
bilge,3.73
bill,4
billboard,4
billiard,4
billing,5.18
billion,5.44
billionaire,6.75
bimbo,3.52
bin,3.04
binary,3.29
bind,4.53
binder,3.17
binding,4.21
binge,5.18
bingo,5
binoculars,2.58
bio,3.14
biochemical,4.21
biochemist,4.19
biochemistry,3.67
biographer,3.05
biography,3
biological,3.52
biologist,3.27
biology,4.1
bionic,5.18
biopsy,3.46
bipolar,5
birch,2.85
bird,3.83
birdcage,4.23
birdie,3.43
birdman,4.15
birth,5.75
birthday,4.6
birthing,6.4
birthmark,3
birthplace,3.41
birthright,4.58
biscuit,2.91
bisexual,4.5
bishop,3.77
bisque,2.78
bistro,4.33
bit,3.86
bitch,5.95
bitchy,4.83
bite,5.1
biter,5.27
bitsy,3.05
bitter,4.64
bitterness,5.1
bittersweet,4.21
bitty,3.6
biz,4.42
bizarre,5
blab,4.74
blabbermouth,4.48
black,3.58
black snake,5.76
blackberry,3.24
blackbird,3.5
blackboard,4
blacken,3.95
blackface,4.43
blackjack,5.05
blacklist,4
blackmail,5.44
blackmailer,5.11
blackness,4.52
blackout,4.89
blacksmith,3.24
bladder,3.78
blade,4.52
blame,4.81
blameless,3.74
bland,2.43
blank,2.9
blanket,2.23
blare,4.68
blase,3.62
blasphemous,4.62
blasphemy,5.65
blast,4.5
blaster,5
blastoff,5.2
blatant,4.62
blaze,5.33
blazer,4.22
bleach,5.3
bleak,3.18
bleed,5
bleeder,5.9
bleep,4.85
blemish,4.81
blend,3.48
blender,4.05
bless,4.57
blessed,3.55
blessing,4.21
bleu,3.67
blight,4.24
blimp,3.59
blind,3.73
blindfold,3.65
blinding,5.24
blindness,4.78
blink,3.12
blip,4.4
bliss,4.13
blissful,3.74
blister,4.7
blistering,3.61
blitz,5.9
blizzard,6.53
bloat,3.78
bloated,3
blob,3.57
block,4.25
blockade,3.4
blockage,4.19
blockbuster,5.35
blockhead,4.25
blog,3.61
bloke,4.24
blond,3
blonde,5.75
blood,5.76
bloodbath,4.86
bloodhound,4.59
bloodline,4
bloodshed,5.22
bloodshot,4.72
bloodstream,3.77
bloodthirsty,4.9
bloody,5.76
bloom,4.87
bloomers,4.57
blooming,3.04
blossom,4.75
blot,3.05
blotter,4.14
blouse,3.24
blow,4.48
blowfish,3.95
blowjob,6.5
blowout,4.78
blowtorch,5.76
blubber,4.27
blue,3.69
blue spruce,3.1
blueberry,3.23
bluebird,3.55
bluegrass,3.35
bluejay,3.43
blueprint,3.71
blues,3.61
bluff,4.17
blunder,4.14
blunt,4.61
blur,3.88
blurry,2.83
blurt,4.64
blush,4.74
boa,5.23
boa constrictor,5.06
boar,3.08
board,3.52
board game,4.4
boarder,3.75
boarding,3.25
boardroom,3.75
boardwalk,4.08
boast,4.36
boat,4.05
boathouse,4.83
boating,4.64
boatload,4.29
boatman,3.6
bobcat,5
bobsled,4.57
bode,4
bodega,4
bodily,3.71
body,4.62
bodyguard,4.55
bog,3.68
bogey,4.86
bogeyman,4.67
bogus,5.32
bohemian,4.79
boil,5.42
boiler,3.23
bold,4.86
bollocks,4.38
bolt,4.55
bomb,5.71
bombardier,4.48
bombardment,5.48
bomber,6.24
bombing,7.11
bombshell,5.5
bonanza,4.42
bonbon,4.17
bondage,5.65
bonding,3.81
bondsman,4.24
bone,4.75
bonehead,4.46
boner,5.15
bonfire,4.67
bong,4.05
bonkers,5.08
bonnet,2.96
bonny,3.22
bonsai,4.1
bonus,6.9
bony,4.89
boob,5.3
booby,5.33
booger,3.8
boogeyman,5.09
boogie,4.55
book,3.13
bookcase,3.38
bookie,4
bookkeeper,3.61
bookkeeping,3.48
booklet,3.55
bookmaker,3.09
bookmark,3
bookshop,4.22
bookstore,4.25
bookworm,2.47
boom,5.57
boomer,3.77
boomerang,4.57
boon,3.45
boost,4.7
booster,3.39
boot,3.95
booth,4.35
bootleg,4.69
bootlegger,4.85
boots,3.52
booty,5.43
booze,5.08
bop,3.95
bopper,3.23
border,4.3
borderline,4.39
bored,3.65
boredom,2.58
boring,2.85
born,3.9
boron,2.91
borough,3.45
borrow,4.55
bosom,4.7
boss,4.43
bossy,4.68
botanical,3.25
botany,3
bother,4.2
bottle,3.32
bottleneck,4.48
bottling,3.61
bottom,3.19
bottomless,4.3
botulism,4.57
bounce,4.68
bouncer,4.33
bouncy,4.54
bound,5.55
boundary,4.17
bountiful,4.43
bounty,4.85
bouquet,3.33
bourbon,5.95
bout,3.67
boutique,4.33
bovine,3.5
bow,3.85
bowel,3.57
bowels,3.67
bowl,3.21
bowler,3.64
bowling,4.05
box,2.67
boxcar,4.21
boxer,4.14
boxers,4.52
boxing,5.73
boy,4.11
boycott,5
boyfriend,4.9
boyhood,3.45
boyish,4.63
boysenberry,3.19
bozo,4.32
bra,3.92
brace,3.9
bracelet,3.96
bracket,3.15
brag,3.5
braid,3.9
brain,3.35
brainless,3.95
brainstorm,4.29
brainwash,5.9
brainy,5.05
brake,3.82
bran,2.26
branch,2.67
brand,2.82
brandy,3.86
brash,3.55
brass,4
brass knuckle,5.23
brassiere,4.68
brat,4.67
bratwurst,2.75
bravado,4.7
brave,4.95
bravery,5.84
brawl,5.38
brawn,4.65
brazen,5.67
breach,3.46
bread,3.85
breadth,3.61
break,4.71
breakaway,4.6
breakdown,4.73
breaker,4.75
breakfast,5
breaking and entering,5.68
breakthrough,5.68
breakup,6.33
breast,5.39
breath,2.35
breathe,2.6
breather,2.85
breathless,5.73
breathtaking,5.38
breech,3.57
breed,4.1
breeder,3.79
breeding,3.95
breeze,3.2
breezy,4.19
brethren,3.71
brew,3.5
brewery,4.75
brewing,5.85
briar,4
bribe,4.44
bribery,5.05
brick,2.53
bridal,4.84
bride,4.5
bridegroom,4.33
bridesmaid,4.82
bridge,3.48
brief,3.42
briefcase,3.59
briefing,3.58
brig,3.29
brigade,4.44
bright,5
brighten,5.32
brightness,4.39
brilliance,5.24
brilliant,5.95
brim,4
brimstone,3.87
bring,4.29
brink,4.22
brisk,5.3
brisket,4.27
brittle,4.42
bro,3.77
broach,3.29
broad,3.26
broadcast,4.41
broadcasting,4.14
broaden,3.16
broadside,3.16
broadsword,4.62
broccoli,2.48
brochure,3.43
broken,4.86
brokenhearted,5.41
broker,3.77
brokerage,3.57
bromide,2.75
bronco,4.25
bronze,3.62
brooch,3.64
brood,2.57
brooding,4
brook,3.33
broom,3.33
broomstick,3.32
broth,2.27
brothel,5.4
brother,4.48
brotherhood,5.14
brotherly,4.44
brow,3.23
brown,3.32
brownstone,2.94
browse,3.57
bruise,4.04
bruising,4.96
brunch,4.09
brunette,4.15
brunt,3.96
brush,3.18
brutal,5.13
brutality,4.96
brute,4.85
brutish,4.74
bubble,4.19
bubbly,4.77
bubonic,5.78
buck,4.7
buckaroo,4.29
bucket,2.96
buckle,3.76
bucko,3.32
buckshot,5.15
buckwheat,2.7
budding,4.48
buddy,4.57
budge,3.95
budget,3.33
Budweiser,4.09
buff,4.59
buffer,4.05
buffet,4.95
buffoon,5.7
bug,6.06
bugger,3.3
buggy,4.04
bugle,4.41
bugler,4.15
build,3.38
builder,3.32
building,3.35
buildup,3.55
bulb,3.26
bulge,4.05
bulimic,4.3
bulk,3.43
bulkhead,3.65
bulky,3.95
bull,4.9
bulldog,3.72
bulldozer,4.05
bullet,5.89
bulletin,2.95
bulletproof,6.8
bullfighter,4.61
bullfrog,2.88
bullheaded,4.64
bullhorn,3.8
bullion,3.8
bullpen,4.52
bullshit,7
bully,5.86
bum,4.39
bumblebee,4.38
bummer,4.32
bump,4.75
bumper,3.45
bumpy,4.76
bun,3.05
bunch,2.81
bundle,3.48
bungalow,3.64
bungee,6.35
bunghole,4.59
bunion,4.11
bunk,3.53
bunker,4.23
bunkhouse,3.9
bunny,3.86
buoy,2.68
burden,3.96
burdened,4.1
bureau,3.74
bureaucracy,3.74
bureaucrat,3.1
bureaucratic,3.5
burger,3.65
burglar,5.32
burglary,6.33
burial,4.3
burlesque,5.3
burn,5.4
burner,4.67
burp,4.95
burr,2.96
burrito,4.65
burro,4.04
burrow,3.52
burst,5.09
bury,5.55
bus,3.83
busboy,3.91
bush,2.67
bushel,4.29
bushy,3.95
business,3.71
business man,2.9
businessman,3.36
businesswoman,4.24
busload,3.7
bust,5.8
buster,3.71
bustle,4.26
busy,4.52
busybody,4.34
butcher,4.15
butler,2.55
butt,5.2
butter,3.37
buttercup,3.23
butterfly,3.2
buttermilk,2.77
butterscotch,3.48
buttocks,5.35
button,4.1
buy,4.29
buyer,3.95
buzzard,5.81
buzzer,5.4
byline,3.33
bypass,3.41
bystander,3.05
byzantine,3.78
cab,4.05
cabana,3.95
cabaret,4.59
cabbage,2.91
cabbie,4.14
cabernet,2.75
cabin,3.74
cabinet,3.75
cable,3.52
caboodle,3.86
caboose,3.05
cache,4.14
cactus,4
cadaver,4.5
caddie,2.78
cadet,3.48
cafeteria,4.08
caffeine,6.23
cage,4.2
cagey,4.59
cahoots,4.39
cake,5.33
cakewalk,4.04
calamari,4.76
calamity,5.19
calcium,3.14
calculate,3.18
calculation,4.48
calculator,4.47
calculus,2.73
calendar,2.9
calf,3.7
caliber,4.1
calisthenics,3.88
call,3.29
callback,4.57
caller,3.41
calligraphy,3.29
callous,3.85
calm,1.67
camaraderie,4.09
camcorder,4.42
camel,3.1
cameo,3.42
camera,3.05
cameraman,4.31
camouflage,4.2
camp,4.14
campaign,3.5
camper,4.53
campfire,4.17
camping,5.5
campsite,4.25
campus,4.17
can,3.14
can opener,3.37
canal,4.05
canary,3.5
cancel,4.29
cancellation,3.9
cancer,5.14
candid,4
candidacy,3.05
candidate,5.32
candle,3.81
candlelight,3.22
candlestick,3.55
candor,3.9
candy,5.03
cane,3
canine,4.76
canister,3
canker,4.25
cannabis,5.85
canned,3
cannibal,6.1
cannibalism,6.05
cannon,5.09
cannonball,4.24
canoe,3.7
canon,5.86
canopy,3
cantaloupe,3.91
canteen,3.2
cantina,3.92
canvas,2.7
canvass,3.25
canyon,3.9
cap,3.27
capability,4.29
capable,4
capacity,3.67
caper,3.9
capital,3.14
capitalism,5.39
capitalist,3.08
capitalize,3.91
cappuccino,3.23
capricious,4.2
capsule,3.45
captain,3.86
captive,4.88
captivity,5.09
capture,5.43
car,4.04
caramel,4.29
caravan,3.8
carbon,4.05
carburetor,4.55
carcass,4.85
card,2.67
cardboard,2.25
cardiac,4.9
cardigan,3.24
cardinal,4.21
cardiologist,4.7
cardiology,3.32
care,2.67
career,4.24
